record_id,graph_id,world,fold,node_id,arm,shuffle_id,true_label,causal_description,module,is_root,is_sink,indegree,outdegree,has_visible_parent,visible_parent_count,visible_parents,has_visible_child,visible_child_count,visible_children,has_visible_same_module,visible_same_module_count,no_visible_structural_anchor,no_visible_any_candidate_anchor,motif_roles,primary_motif_role,structural_groups,optimization_applicable,initial_embedding_row,final_embedding_row,initial_embedding_ref,final_embedding_ref,initial_embedding_sha256,final_embedding_sha256,embedding_archive_sha256,displacement_norm,gold_cosine,centered_cosine,prediction_margin,rank,mrr,recall_at_1,recall_at_5,match_acc,exact,judge_acc,judge_status,decoder_alpha,decoded_words,nonfinite_seen,max_total_gradient_norm,max_parameter_norm
560,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_07,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,560,560,embeddings.npz#initial[560],embeddings.npz#final[560],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,906f1eab095b66885973d135373800458c49d7c9d6b7497c4fc4fd87aff25d55,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.5798875986845125,0.45524397161429253,-0.018126676629562695,-0.3159059813460917,10,0.1,0,0,0,0,,pending,0.0004289255318940402,"[""failed repair""]",False,3.4016686729482455,1.8760370016098022
561,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_07,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,561,561,embeddings.npz#initial[561],embeddings.npz#final[561],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,b69aacd9cae9ad2a1c144f2c64ce02c16375f31af7ab4445dfd2898d30a62d73,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.39815109778049496,0.8654302625507535,-0.00826667632770905,-0.09496671228711939,8,0.125,0,0,1,0,,pending,0.0004289255318940402,"[""forced entry"", ""risk of infection"", ""shutdown"", ""forced bet"", ""business interruption insurance"", ""funding liquidity risk""]",False,3.4016686729482455,1.8760370016098022
562,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_07,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,562,562,embeddings.npz#initial[562],embeddings.npz#final[562],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,34901481296ad983f630c791c8aff9e6697763e68fdc6d5a54b3e91369b2cba5,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.5723011824033344,0.8450537652871163,-0.25517667714512715,-0.13585832195711867,15,0.06666666666666667,0,0,1,0,,pending,0.0004289255318940402,"[""forced bet"", ""shutdown"", ""forced entry"", ""funding liquidity risk"", ""risk of infection"", ""business interruption insurance""]",False,3.4016686729482455,1.8760370016098022
563,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_07,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,563,563,embeddings.npz#initial[563],embeddings.npz#final[563],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,fec152ab5d68e46ef4e7b0bdec3ba2184b41377da6cf160cb19c9b3b86780d13,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.0412190372296206,0.8763669940645318,0.07970269532255311,-0.10088514831514073,7,0.14285714285714285,0,0,0,0,,pending,0.0004289255318940402,"[""failed repair"", ""delay payment"", ""call delay"", ""completion of construction"", ""inspection and repair"", ""anticipatory completion""]",False,3.4016686729482455,1.8760370016098022
564,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_08,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,564,564,embeddings.npz#initial[564],embeddings.npz#final[564],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,611aea5066090e9c8f03486e73b0ec50f88d02cf744d079077f17e9c85b3d393,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.8947674798081184,0.615151491668096,0.008968656359379724,-0.0670692886594828,7,0.14285714285714285,0,0,0,0,,pending,0.0004289255318940402,"[""unreliability"", ""production control"", ""delay position"", ""control experiment"", ""unsynchronization""]",False,3.6748420273472546,1.5960824489593506
565,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_08,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,565,565,embeddings.npz#initial[565],embeddings.npz#final[565],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,5a6bfb03cb687b4bbc3c5ea2122238992ce1d220c8395590aad0a3b4658c6c94,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.41889401074540833,0.8716248497733816,-0.019093327124269963,-0.0627398472688212,7,0.14285714285714285,0,0,0,0,,pending,0.0004289255318940402,"[""thermal relay"", ""risk of infection"", ""failed repair"", ""security risk"", ""extreme thermal situation"", ""climate control""]",False,3.6748420273472546,1.5960824489593506
566,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_08,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,566,566,embeddings.npz#initial[566],embeddings.npz#final[566],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,dabd121b9ae5bd631f5587f0fba0af984d190e1eb4ae9be04b2f465248d61adc,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.4618496857320427,0.9002904133685288,0.003355507577976851,-0.06146177388751273,5,0.2,0,1,0,0,,pending,0.0004289255318940402,"[""equipment failure"", ""delayed action"", ""energy equipment services"", ""extreme thermal situation"", ""remaining heat"", ""heat conductivity""]",False,3.6748420273472546,1.5960824489593506
567,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_08,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,567,567,embeddings.npz#initial[567],embeddings.npz#final[567],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,25be1d916189cad8013b9c363951f53a8c7aacb69cda516d9e2b5d870cfd86af,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.2054060878563335,0.8725990931940225,0.004616505870700283,-0.08193612032452902,12,0.08333333333333333,0,0,0,0,,pending,0.0004289255318940402,"[""extreme thermal situation"", ""external risk"", ""heat production"", ""ambient food"", ""intensity level"", ""quantity of heat""]",False,3.6748420273472546,1.5960824489593506
568,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_09,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,568,568,embeddings.npz#initial[568],embeddings.npz#final[568],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,704f78695fff2140ec54caa40dd000777dfca32b81a03abf9c7b8efc5ed48bdc,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.892747600902452,0.7367517162296265,0.0004207335698493556,-0.14052564608217444,11,0.09090909090909091,0,0,0,0,,pending,0.0004289255318940402,"[""forced bet"", ""shutdown"", ""forced error"", ""forced entry"", ""default permissions fault"", ""compulsory process""]",False,3.222645494847702,1.5960824489593506
569,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_09,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,569,569,embeddings.npz#initial[569],embeddings.npz#final[569],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,ad7c22e6fcbbea69d91d4e080f2e6316f19bfd32db680be993e5bf805fb1a739,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.2953090943406315,0.9025256525395398,0.04733693971323765,-0.04170280357303546,6,0.16666666666666666,0,0,1,0,,pending,0.0004289255318940402,"[""stop production"", ""coolant system"", ""forced error"", ""risk of infection"", ""production control"", ""delayment""]",False,3.222645494847702,1.5960824489593506
570,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_09,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,570,570,embeddings.npz#initial[570],embeddings.npz#final[570],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,1b25bfed7f32a1d019643e8e8a21a00251dbb75e904b5948323982dda1f34905,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.5082093387362403,0.8906531834747073,-0.10946954516053059,-0.07997656191127811,9,0.1111111111111111,0,0,0,0,,pending,0.0004289255318940402,"[""risk of infection"", ""shutdown"", ""extreme thermal situation"", ""forced error"", ""forced convection"", ""operational damage""]",False,3.222645494847702,1.5960824489593506
571,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_09,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,571,571,embeddings.npz#initial[571],embeddings.npz#final[571],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,2f5d22c936002297a5560f467a4a6e09c1184a4d828e8f49162b6d622fcaaa64,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.4837964972135702,0.3562978673020946,-0.06394122578783909,-0.29059175646028146,14,0.07142857142857142,0,0,0,0,,pending,0.0004289255318940402,"[""extreme emergency""]",False,3.222645494847702,1.5960824489593506
572,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_10,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,572,572,embeddings.npz#initial[572],embeddings.npz#final[572],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,3db9942628fa5eb7ebab047759b76f9cb31a545e9d98e41e528a618c08fd6927,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.7016925182946024,0.7388534339930721,0.028661618058204073,-0.17541153167899548,4,0.25,0,1,1,0,,pending,0.0004289255318940402,"[""unreliability"", ""temperature measurement""]",False,3.504095141530021,1.5960824489593506
573,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_10,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,573,573,embeddings.npz#initial[573],embeddings.npz#final[573],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,cf11e03a122221201ad2869148820fa9f51b7085bb55960d183d0a54ad06da5f,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.41582390750255216,0.8486968541820546,-0.0023946589936494275,-0.11583519328796088,5,0.2,0,1,1,0,,pending,0.0004289255318940402,"[""delay"", ""production control"", ""delayed action"", ""call delay"", ""delay position"", ""delay slot""]",False,3.504095141530021,1.5960824489593506
574,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_10,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,574,574,embeddings.npz#initial[574],embeddings.npz#final[574],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,4c4d704587c547083a5239326f7ed372ffd8822ea87a34a29f0a0766f7ae1f85,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.5031744869504942,0.8595244698334729,-0.23624953250598513,-0.10844887984150908,13,0.07692307692307693,0,0,0,0,,pending,0.0004289255318940402,"[""forced bet"", ""shutdown"", ""stop production"", ""call delay"", ""delayed action"", ""production control""]",False,3.504095141530021,1.5960824489593506
575,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_10,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,575,575,embeddings.npz#initial[575],embeddings.npz#final[575],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,4695bb36693fab9f89425b4344e458a5883636a47ae3ac861ac0675b2fcb3cb7,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.0263200555686656,0.8560609596236608,-0.0752070576674999,-0.09411291519242226,18,0.05555555555555555,0,0,0,0,,pending,0.0004289255318940402,"[""equipment casualty"", ""extreme thermal situation"", ""equipment failure"", ""heat transmission"", ""delayment"", ""delay payment""]",False,3.504095141530021,1.5960824489593506
576,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_11,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,576,576,embeddings.npz#initial[576],embeddings.npz#final[576],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,3c96d8e90ac0077d82a0837ee1804a3502c202c6e4a8f400b24624fa68aab508,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.8368296757935573,0.7219630224621367,-0.011298990975417424,-0.18810115013101258,12,0.08333333333333333,0,0,0,0,,pending,0.0004289255318940402,"[""shutdown"", ""forced bet"", ""forced error"", ""forced entry"", ""unprofitability"", ""uncontrovertible""]",False,3.2995767906994358,3.4857656955718994
577,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_11,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,577,577,embeddings.npz#initial[577],embeddings.npz#final[577],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,f8c80a42e2cac92ae5751bd94affa7f74b1e418effa0db60675d93f77db9ac37,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.32431908917522795,0.929259891015121,0.41601448671900276,-0.007940319119319028,2,0.5,0,1,1,0,,pending,0.0004289255318940402,"[""coolant system"", ""search leakage"", ""reduce pressure"", ""contamination"", ""fluid absorption"", ""saturation vapour pressure""]",False,3.2995767906994358,3.4857656955718994
578,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_11,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,578,578,embeddings.npz#initial[578],embeddings.npz#final[578],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,0a92624104cbb72000f2a23f99555f3d21d7fcb35efb0e94cdb60f59964e9e10,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,2.2571612867313164,0.8474996444054179,-0.09096901043044167,-0.14827938829552545,16,0.0625,0,0,0,0,,pending,0.0004289255318940402,"[""failed repair"", ""call delay"", ""completion of construction"", ""repair to"", ""delay payment"", ""anticipatory completion""]",False,3.2995767906994358,3.4857656955718994
579,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_11,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,579,579,embeddings.npz#initial[579],embeddings.npz#final[579],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,3e974bf6037c4a7fd17b59de16128608fcfe4ab83bc109c0dc1b14b6f60380d1,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.3492799271151504,0.8888280338929279,-0.022804239396825007,-0.06547345759042145,10,0.1,0,0,0,0,,pending,0.0004289255318940402,"[""call delay"", ""response time"", ""delayed action"", ""delayment"", ""delays"", ""failed repair""]",False,3.2995767906994358,3.4857656955718994
580,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_12,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,580,580,embeddings.npz#initial[580],embeddings.npz#final[580],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,a7c07f2215eb008fa26bcb09d74f0f8d7630ace166046cba1d227ef2656771cf,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.9028143435435376,0.6784270036413872,0.014856937935109891,-0.12353748831995337,4,0.25,0,1,1,0,,pending,0.0004289255318940402,"[""pump failure"", ""drain pump""]",False,3.456946145434331,1.5960824489593506
581,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_12,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,581,581,embeddings.npz#initial[581],embeddings.npz#final[581],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,4b592b115c5ca61c18eaa41aaf7dfedabc9e822a7b37ff899416b1258fdd4d50,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.40578907382929386,0.8758626919915115,0.08537300205174722,-0.05786819793049658,4,0.25,0,1,1,0,,pending,0.0004289255318940402,"[""pressure regulator"", ""unreliability"", ""adaptive control function"", ""response time"", ""control variable"", ""time-delay measuring instrument""]",False,3.456946145434331,1.5960824489593506
582,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_12,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,582,582,embeddings.npz#initial[582],embeddings.npz#final[582],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,8a7b8e3f58c2b4fe57198ecffa19b6f4b80a01565fa27466d914a69287f0d1f5,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.3893153748450922,0.1607486959310495,0.36160022605390524,-0.05307525602076768,2,0.5,0,1,1,0,,pending,0.0004289255318940402,[],False,3.456946145434331,1.5960824489593506
583,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_12,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,583,583,embeddings.npz#initial[583],embeddings.npz#final[583],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,054a41de0454084ae155cf2227629961bee5ba297dd0423d82742aef304608d2,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.7717383161064744,0.8823198602700942,-0.004080227941743987,-0.08369866109154556,12,0.08333333333333333,0,0,1,0,,pending,0.0004289255318940402,"[""pump failure"", ""pressure level"", ""pressure regulator"", ""reduce pressure"", ""loss ratio"", ""delay differential equation""]",False,3.456946145434331,1.5960824489593506
584,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_13,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,584,584,embeddings.npz#initial[584],embeddings.npz#final[584],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,7dd60f6a4f405af7c1e8bb94458d0ab3749889a9a60b745bdc4ed825d8de2836,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.48492569135130187,0.8648433032320305,0.08319011598299107,-0.12548512707743997,3,0.3333333333333333,0,1,1,0,,pending,0.0004289255318940402,"[""temperature measurement"", ""unreliability""]",False,3.5610243508015325,2.1556601524353027
585,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_13,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,585,585,embeddings.npz#initial[585],embeddings.npz#final[585],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,fe0612c72e80642559c5c69b6d42e04bd1cf8a0078606c514bd7b87bb7e39c10,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.4322896729882282,0.8155597920876303,0.006342050648312864,-0.17471010400307496,5,0.2,0,1,1,0,,pending,0.0004289255318940402,"[""response time"", ""control experiment"", ""delay position"", ""control function"", ""call delay"", ""delayed action""]",False,3.5610243508015325,2.1556601524353027
586,graph_00,industrial_cooling_system,4,node_011,shuffled_full,shuffle_13,cooling demand intensity,Intensity of additional cooling demanded by the thermal load.,heat_management,False,False,2,1,True,2,"[""node_008"", ""node_009""]",True,1,"[""node_012""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,586,586,embeddings.npz#initial[586],embeddings.npz#final[586],73387e5146f9ba57b0fc00be7d4568885fd3a5a7943b66f415afe599ce045c48,62b0d2a61ab57856ad926125c0e445ed50c43a4432f592d259f39a8cc28d8eec,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.29597027686426125,0.9060905999399,0.2620252321989894,-0.07620758825210094,3,0.3333333333333333,0,1,1,0,,pending,0.0004289255318940402,"[""extreme thermal situation"", ""temperature reduction"", ""heat shrink"", ""heat-absorbing"", ""heat dump"", ""unavailable energy""]",False,3.5610243508015325,2.1556601524353027
587,graph_00,industrial_cooling_system,4,node_017,shuffled_full,shuffle_13,shutdown duration,Duration for which the equipment remains shut down.,shutdown_and_delivery,False,False,3,1,True,3,"[""node_009"", ""node_015"", ""node_016""]",True,1,"[""node_018""]",True,4,False,False,"[""collider"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,587,587,embeddings.npz#initial[587],embeddings.npz#final[587],9c5eedb28892171a3d334f3a86ce2014ee00eeb9d604bd249ac8de2cbae52192,9d060efd35382e31b4b4423b14f5b19a650a0cca423c3822de8726f46d92a9e0,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,1.2084747869230197,0.8856767744640849,0.018632868181754955,-0.0758682612415773,14,0.07142857142857142,0,0,1,0,,pending,0.0004289255318940402,"[""pump failure"", ""severity"", ""worse for wear"", ""tread wear indicator"", ""demand valve"", ""disease severity""]",False,3.5610243508015325,2.1556601524353027
588,graph_00,industrial_cooling_system,4,node_004,shuffled_full,shuffle_14,sensor drift severity,Severity of calibration drift in the temperature sensor.,sensing_and_control,True,False,0,1,False,0,[],True,1,"[""node_013""]",True,4,False,False,"[""other""]",other,"[""root"", ""no_visible_parent_visible_child""]",True,588,588,embeddings.npz#initial[588],embeddings.npz#final[588],6075b5966639b0fd13851fef97255a8d4cbf36257c4ffafab77bdd7bd1297f0d,348c96f8c58362bb8a1f29a2846aefdea6b7a833b7e94288c6c2be6e69809fd1,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.9682426783918507,0.6322730172844786,-0.014215218353990497,-0.1404127015969161,14,0.07142857142857142,0,0,0,0,,pending,0.0004289255318940402,"[""delay payment"", ""call delay"", ""delayed action""]",False,3.2923140887566853,1.5960824489593506
589,graph_00,industrial_cooling_system,4,node_006,shuffled_full,shuffle_14,coolant flow restriction,Restriction of coolant flow caused by blockage and contamination.,intake_and_pressure,False,False,2,2,True,2,"[""node_000"", ""node_001""]",True,2,"[""node_007"", ""node_008""]",True,4,False,False,"[""collider"", ""fork"", ""mediator""]",collider,"[""non_root"", ""non_root_visible_parent""]",True,589,589,embeddings.npz#initial[589],embeddings.npz#final[589],1bd3ea925baceeda3f5cf08ed48008147421f6ff28826b09a457cad51a226b3d,0558e06973115a3a4a5130f54fa3f419b3f841fee3b8afa21687e8edad4856c7,8cfc774f015d267299544b033981378caf677a767096efaa44e8135270d4ee8b,0.35803392301428005,0.8832664106469907,0.01877654499079427,-0.053716526145165644,7,0.14285714285714285,0,0,1,0,,pending,0.0004289255318940402,"[""call delay"", ""blockages"", ""intake silencer"", ""blockage"", ""intestinal obstruction"", ""pressure regulator""]",False,3.2923140887566853,1.5960824489593506
